,split,class_name,video_name,dataset,youtube_id,start_time,end_time
6268,train,fall,111978.mp4,Kinetics,rzEyloCaABQ,0,10
6269,train,fall,112454.mp4,Kinetics,4Hd54LzDi8A,0,10
6270,train,fall,112161.mp4,Kinetics,kh0ML8Mv_Z4,0,10
6271,train,fall,112260.mp4,Kinetics,qpjka2xuQX8,20,30
6272,train,fall,112326.mp4,Kinetics,EBM8J4DomHk,2,12
6273,train,fall,112193.mp4,Kinetics,h-TG4IK7EkI,10,20
6274,train,fall,112128.mp4,Kinetics,uYffFd_zrnc,0,10
6275,train,fall,112175.mp4,Kinetics,7GEVAX_tJoA,9,19
6277,train,fall,112188.mp4,Kinetics,SRkqYK4Z5qc,0,10
6278,train,fall,112289.mp4,Kinetics,q4F_yUnk588,0,10
6282,train,fall,112292.mp4,Kinetics,ncHufeEB7ps,1,11
6284,train,fall,112120.mp4,Kinetics,GY-llRWsZ04,0,10
6292,train,fall,112429.mp4,Kinetics,Gk6Tx2py3Eo,0,10
6293,train,fall,112296.mp4,Kinetics,k9XGlmubFSk,3,13
6294,train,fall,112046.mp4,Kinetics,W6AoUyK0KEo,3,13
6298,train,fall,111968.mp4,Kinetics,vrTiYLLTQWo,0,10
6299,train,fall,111982.mp4,Kinetics,K1Yx22qsX4g,6,16
6300,train,fall,112029.mp4,Kinetics,7pwx8jelX6Q,0,10
6301,train,fall,112099.mp4,Kinetics,VzE8HM1ztSU,0,10
6304,train,fall,112311.mp4,Kinetics,IMgIJ7U2y5E,35,45
6306,train,fall,112442.mp4,Kinetics,OC3gpNujQWc,28,38
6307,train,fall,112379.mp4,Kinetics,iL5HC6iJ5GU,5,15
6308,train,fall,112250.mp4,Kinetics,kjIcAgq2AxA,0,10
6309,train,fall,112152.mp4,Kinetics,JojyuMiCpzs,0,10
6310,train,fall,112042.mp4,Kinetics,998ZbZRhzp0,7,17
6311,train,fall,112009.mp4,Kinetics,pBOUwsDgPCc,0,10
6312,train,fall,112425.mp4,Kinetics,VtkX4_nD91A,3,13
6316,train,hit,311424.mp4,Kinetics,efQtNaG3YXQ,2,12
6317,train,hit,311381.mp4,Kinetics,-jjet2u81Ww,0,10
6318,train,hit,311340.mp4,Kinetics,maFPLnU4-Oc,0,10
6321,train,hit,311151.mp4,Kinetics,Qi-BOKeONgk,16,26
6323,train,hit,311804.mp4,Kinetics,BIQhN2oUXwA,17,27
6324,train,hit,311835.mp4,Kinetics,f3wtyPLxvo4,2,12
6325,train,hit,311226.mp4,Kinetics,6J1LspyKYsg,0,10
6327,train,hit,311871.mp4,Kinetics,vi1d0uq93_Q,2,12
6328,train,hit,311297.mp4,Kinetics,idQe-xuYgXs,8,18
6329,train,hit,311141.mp4,Kinetics,u77wcPCt-aM,3,13
6330,train,hit,311726.mp4,Kinetics,i32Ep-msbjo,0,10
6331,train,hit,311389.mp4,Kinetics,aRh1TEjobMA,0,10
6332,train,hit,311369.mp4,Kinetics,jfHdN2PWAV4,0,10
6335,train,hit,311718.mp4,Kinetics,SLy5CzRZf88,4,14
6336,train,hit,311362.mp4,Kinetics,F0C6r9engR8,3,13
6338,train,hit,311450.mp4,Kinetics,49Nh2rrMuvc,15,25
6339,train,hit,311507.mp4,Kinetics,2xUUyoTL0IM,0,10
6342,train,hit,311213.mp4,Kinetics,A2XtLkn35C8,29,39
6343,train,hit,311558.mp4,Kinetics,j5jnBqVxinY,5,15
6344,train,hit,311306.mp4,Kinetics,LLPoumNeQY0,2,12
6345,train,hit,311611.mp4,Kinetics,8l0yTMyoCMs,0,10
6347,train,hit,311253.mp4,Kinetics,EWJLeIk612g,93,103
6348,train,hit,311716.mp4,Kinetics,v6hKVgBXp-k,46,56
6349,train,hit,311828.mp4,Kinetics,IPK3hbK5AuM,0,10
6350,train,hit,311722.mp4,Kinetics,ueWT915ZkwM,0,10
6351,train,hit,311810.mp4,Kinetics,a1hgHBFuZI4,551,561
6352,train,hit,311658.mp4,Kinetics,BIp9UgJGVI4,4,14
6353,train,hit,311653.mp4,Kinetics,wIgI5oEmrHA,2,12
6355,train,hit,311401.mp4,Kinetics,9ynIOT1mCfY,0,10
6356,train,hit,311427.mp4,Kinetics,19IENNnHtLA,33,43
6357,train,hit,311538.mp4,Kinetics,Wv24s_cnmZg,2,12
6358,train,hit,311859.mp4,Kinetics,dGdSC_24Nc0,2,12
6359,train,hit,311181.mp4,Kinetics,Vk9giwMZPXU,0,10
6362,train,hit,311300.mp4,Kinetics,N0g2f3PWNt4,0,10
6363,train,hit,311437.mp4,Kinetics,Icx9bUVKOQk,23,33
6364,train,hit,311310.mp4,Kinetics,5bkuPPOI0cA,5,15
6366,train,hit,311572.mp4,Kinetics,O-9aoOk0R0s,0,10
6367,train,hit,311351.mp4,Kinetics,goo7q2vJolA,0,10
6368,train,hit,311301.mp4,Kinetics,-JSKMmYDYaE,0,10
6370,train,hit,311546.mp4,Kinetics,JjK1Fz3RpJs,0,10
6371,train,hit,311705.mp4,Kinetics,TiMpDxDWrlQ,0,10
6372,train,hit,311674.mp4,Kinetics,MhTnIgjnvNs,9,19
6374,train,hit,311391.mp4,Kinetics,uCy83J56p8g,14,24
6375,train,hit,311518.mp4,Kinetics,o8mIlz0UV8A,40,50
6376,train,hit,311314.mp4,Kinetics,B5nqvCqx1wM,0,10
6377,train,hit,311329.mp4,Kinetics,kJC55ncR22g,3,13
6378,train,hit,311710.mp4,Kinetics,CdILHP65QNs,4,14
6379,train,hit,311622.mp4,Kinetics,vvTgzp-Nq1g,8,18
6380,train,hit,311281.mp4,Kinetics,WixU6IBgt_w,0,10
6381,train,hit,311925.mp4,Kinetics,kcuHtkDZUJc,0,10
6382,train,hit,311567.mp4,Kinetics,PGGwL8Xm7-o,3,13
6383,train,hit,311075.mp4,Kinetics,NKuJnSvI8oQ,3,13
6384,train,hit,311328.mp4,Kinetics,6lD6nMnXNU0,33,43
6385,train,hit,311238.mp4,Kinetics,pYwYtHcHwkQ,22,32
6386,train,hit,311624.mp4,Kinetics,PmfbbTjH9hQ,3,13
6387,train,hit,311583.mp4,Kinetics,HgRBvYRfqWs,0,10
6388,train,hit,311198.mp4,Kinetics,W-FK3oEQhNU,27,37
6389,train,hit,311649.mp4,Kinetics,Y94TNuzvJL0,79,89
6390,train,hit,311586.mp4,Kinetics,uFHj83Csj7s,5,15
6392,train,hit,311667.mp4,Kinetics,WliDcHKkrGs,25,35
6394,train,hit,311823.mp4,Kinetics,i0rardBr25U,0,10
6396,train,hit,311866.mp4,Kinetics,fA6Z7-cCUw0,13,23
6397,train,hit,311699.mp4,Kinetics,5awsPCL_JJ0,1,11
6398,train,hit,311930.mp4,Kinetics,5RKsRGKmplU,0,10
6399,train,hit,311659.mp4,Kinetics,17UF7fj_5S4,15,25
6400,train,hit,311421.mp4,Kinetics,ujEr3VAtodo,0,10
6401,train,hit,311193.mp4,Kinetics,36iH9-Xk5Io,5,15
6402,train,hit,311355.mp4,Kinetics,6EZexFJ9FwY,0,10
6403,train,hit,311815.mp4,Kinetics,u3VzSoBcsX8,0,10
6404,train,hit,311783.mp4,Kinetics,pN-UpspRGk4,0,10
6405,train,hit,311170.mp4,Kinetics,sC5y6g5dvy0,0,10
6406,train,hit,311068.mp4,Kinetics,gQaSfe2lB2I,21,31
6407,train,hit,311482.mp4,Kinetics,UAr5XNM0M6E,0,10
6408,train,hit,311760.mp4,Kinetics,hKbmdFfNlU8,42,52
6409,train,hit,311183.mp4,Kinetics,-PY7nPHeVx8,27,37
6410,train,hit,311168.mp4,Kinetics,Q83hqbMdRHk,20,30
6411,train,hit,311385.mp4,Kinetics,QiNCXmpDngs,0,10
6412,train,hit,311131.mp4,Kinetics,47rRqe2a17k,24,34
6413,train,hit,311490.mp4,Kinetics,TAk0dBgtRAc,0,10
6414,train,hit,311272.mp4,Kinetics,VH5RqtW-ZA8,14,24
6415,train,hit,311342.mp4,Kinetics,MLtanMzfVNo,3,13
6416,train,hit,311268.mp4,Kinetics,6T5zJ-Xd8sQ,40,50
6417,train,hit,311275.mp4,Kinetics,ePgFgMurtHg,2,12
6418,train,hit,311621.mp4,Kinetics,wAr8h5OOUcg,16,26
6419,train,hit,311307.mp4,Kinetics,tXsWKWFmwTw,544,554
6421,train,hit,311704.mp4,Kinetics,3tepE1tJQmg,82,92
6422,train,hit,311605.mp4,Kinetics,eTsGuS8jRtY,1,11
6423,train,hit,311511.mp4,Kinetics,JiBiWNIS_20,0,10
6427,train,hit,311426.mp4,Kinetics,qDQFRE3NSuk,287,297
6428,train,hit,311430.mp4,Kinetics,q6mpOHU4758,106,116
6429,train,hit,311651.mp4,Kinetics,1sDmQLJHIKA,14,24
6430,train,hit,311902.mp4,Kinetics,NtUwlGDUj3E,14,24
6431,train,hit,311478.mp4,Kinetics,Ihc1rg39s8E,29,39
6432,train,hit,311826.mp4,Kinetics,SafoW5524A8,0,10
6433,train,hit,311515.mp4,Kinetics,0SQ4Jlbwp_8,0,10
6436,train,hit,311782.mp4,Kinetics,TlKZIIKQewY,11,21
6437,train,hit,311330.mp4,Kinetics,x6GpEJ-ExbA,3,13
6438,train,hit,311529.mp4,Kinetics,9f6bVnv_Y8o,31,41
6440,train,hit,311661.mp4,Kinetics,P7Rg9-vsASs,0,10
6441,train,hit,311896.mp4,Kinetics,OaSZZwhDDo0,4,14
6442,train,hit,311809.mp4,Kinetics,f7IRMzb-QtU,11,21
6443,train,hit,311473.mp4,Kinetics,9Ope2ucJoNo,21,31
6444,train,hit,311096.mp4,Kinetics,T69FjHwnssw,88,98
6446,train,hit,311387.mp4,Kinetics,4Yra-WOAfco,2,12
6448,train,hit,311599.mp4,Kinetics,GiVQB-1EqrY,80,90
6449,train,hit,311743.mp4,Kinetics,DJrcF0C6NRo,41,51
6450,train,hit,311597.mp4,Kinetics,wdxuc24gC5g,0,10
6451,train,hit,311233.mp4,Kinetics,TfThB1aIZnw,0,10
6452,train,hit,311383.mp4,Kinetics,4FVTmEcklwk,14,24
6453,train,hit,311379.mp4,Kinetics,f0nwrcyDqBA,0,10
6454,train,hit,311837.mp4,Kinetics,HjISZCCFtLw,1,11
6455,train,hit,311582.mp4,Kinetics,1b-z2sJjg8A,3,13
6456,train,hit,311904.mp4,Kinetics,cMUzAGkwobw,0,10
6457,train,hit,311555.mp4,Kinetics,6UcTvtROU_M,16,26
6458,train,hit,311931.mp4,Kinetics,oKo_lRec4AM,4,14
6459,train,hit,311915.mp4,Kinetics,V7-16gbK6CM,6,16
6460,train,hit,311184.mp4,Kinetics,hQgKDNan_cY,1,11
6461,train,hit,311848.mp4,Kinetics,SGbzGhTjty4,3,13
6462,train,hit,311380.mp4,Kinetics,6oeWCzVw2sU,0,10
6463,train,hit,311502.mp4,Kinetics,hjWunKt8ZaE,1,11
6464,train,hit,311103.mp4,Kinetics,ANkNJt-sGb0,10,20
6465,train,hit,311773.mp4,Kinetics,9cFOmq4uQ-E,16,26
6466,train,hit,311396.mp4,Kinetics,J20XCbLX-Rg,0,10
6467,train,hit,311247.mp4,Kinetics,hHkiSINj_zs,1,11
6469,train,hit,311211.mp4,Kinetics,6ebsCQnfRE0,0,10
6470,train,hit,311513.mp4,Kinetics,UNxCa4N6ZjQ,27,37
6471,train,hit,311786.mp4,Kinetics,8fq8v2wBLFE,46,56
6472,train,hit,311405.mp4,Kinetics,I2Bej5FwKsc,170,180
6474,train,hit,311517.mp4,Kinetics,mjrQFYMt8oY,0,10
6477,train,hit,311220.mp4,Kinetics,1VeheoTpFIY,0,10
6478,train,hit,311083.mp4,Kinetics,3XyWHPGBt2A,21,31
6479,train,hit,311903.mp4,Kinetics,5Z-s29RTkdo,168,178
6480,train,hit,311128.mp4,Kinetics,KhyZumQ--mg,6,16
6482,train,hit,311304.mp4,Kinetics,-kfE7QsXgXA,38,48
6483,train,hit,311361.mp4,Kinetics,7ly7dDv-qkI,0,10
6484,train,hit,311084.mp4,Kinetics,O2kZoEw0x6Y,3,13
6485,train,hit,311082.mp4,Kinetics,G-P3Pl-3EkY,8,18
6486,train,hit,311110.mp4,Kinetics,h7ERz1z-nB8,1,11
6488,train,hit,311616.mp4,Kinetics,BKQuZ_cZ74o,7,17
6489,train,hit,311742.mp4,Kinetics,R6cWREUdlfs,9,19
6490,train,hit,311339.mp4,Kinetics,gKWcuqbPTLI,4,14
6491,train,hit,311887.mp4,Kinetics,dJZgVSiXGNA,2,12
6492,train,hit,311735.mp4,Kinetics,WpRszEEmO4s,2,12
6493,train,hit,311522.mp4,Kinetics,-zrbBDh-vFY,3,13
6494,train,hit,311147.mp4,Kinetics,TK6MCCrDP4o,2,12
6495,train,hit,311702.mp4,Kinetics,tqHbt98hwQk,11,21
6496,train,hit,311526.mp4,Kinetics,MKoS2tGoArA,0,10
6497,train,hit,311524.mp4,Kinetics,jc4oAIJaFyY,0,10
6498,train,hit,311677.mp4,Kinetics,Hnyz-Ri6yjk,42,52
6499,train,hit,311880.mp4,Kinetics,7wPOq4Bm9Rs,0,10
6500,train,hit,311237.mp4,Kinetics,g2QNSvo8Kw4,133,143
6501,train,hit,311398.mp4,Kinetics,5mOXEr5bVBI,0,10
6504,train,hit,311491.mp4,Kinetics,wBwixsp2aM8,15,25
6505,train,hit,311453.mp4,Kinetics,FC4sN5wHggE,8,18
6506,train,hit,311525.mp4,Kinetics,OLh0IgnPZ8o,0,10
6507,train,hit,311191.mp4,Kinetics,qDJ6e7GWjPA,4,14
6508,train,hit,311777.mp4,Kinetics,B4u4RgGTAXw,0,10
6509,train,hit,311093.mp4,Kinetics,4ndIxU7ag6Y,0,10
6510,train,hit,311259.mp4,Kinetics,chhmf3-SBso,28,38
6511,train,hit,311346.mp4,Kinetics,SNtNxt1zEmY,7,17
6512,train,hit,311665.mp4,Kinetics,vqKd_ofLpZw,38,48
6513,train,hit,311600.mp4,Kinetics,Qe8NrWrS9e8,28,38
6514,train,hit,311772.mp4,Kinetics,a4mb1if0m7I,0,10
6515,train,hit,311878.mp4,Kinetics,fje4nfj7N2w,6,16
6516,train,hit,311077.mp4,Kinetics,pBX-m_2rtGo,10,20
6517,train,hit,311080.mp4,Kinetics,j9nOp4YC2AM,0,10
6519,train,hit,311688.mp4,Kinetics,6SpUXvI27yw,17,27
6520,train,hit,311724.mp4,Kinetics,ElLwoDhtVTU,0,10
6521,train,hit,311909.mp4,Kinetics,36A__arKThQ,0,10
6522,train,hit,311917.mp4,Kinetics,bJSSgxje3Sw,33,43
6523,train,hit,311069.mp4,Kinetics,EpqSDgkwtZg,48,58
6524,train,hit,311438.mp4,Kinetics,L7ASdQMzURc,0,10
6525,train,hit,311445.mp4,Kinetics,B15U16OfJCQ,0,10
6527,train,hit,311095.mp4,Kinetics,sjfoEZ6lA0s,0,10
6528,train,hit,311344.mp4,Kinetics,NgnI-A6fNCw,23,33
6529,train,hit,311163.mp4,Kinetics,26Aq1R_98Ic,0,10
6530,train,hit,311905.mp4,Kinetics,gGeKo8Rsrx8,9,19
6531,train,hit,311397.mp4,Kinetics,uhz624n30c8,15,25
6532,train,hit,311419.mp4,Kinetics,6kvBl07dfAE,30,40
6533,train,hit,311497.mp4,Kinetics,0F_jTqnWYJw,4,14
6534,train,hit,311806.mp4,Kinetics,KHHj-5T_OV4,0,10
6535,train,hit,311763.mp4,Kinetics,kl0O6xZeTPw,4,14
6536,train,hit,311584.mp4,Kinetics,tdPQLbYmP4w,0,10
6537,train,hit,311795.mp4,Kinetics,7baQmwse6ck,18,28
6539,train,hit,311769.mp4,Kinetics,LgqrYat-soo,19,29
6540,train,hit,311249.mp4,Kinetics,CycVeS6eR5Q,1,11
6541,train,hit,311542.mp4,Kinetics,_buRcS3gst0,44,54
6542,train,hit,311286.mp4,Kinetics,uLsSNZwmzLY,0,10
6543,train,hit,311264.mp4,Kinetics,uaoQn9FVPK8,0,10
6544,train,hit,311613.mp4,Kinetics,LOD9Bvt_0Vk,79,89
6545,train,hit,311862.mp4,Kinetics,ISiOyAsmgnY,0,10
6546,train,hit,311771.mp4,Kinetics,1J-2VDsn05g,118,128
6547,train,hit,311890.mp4,Kinetics,I-q4uJMLgr0,0,10
6548,train,hit,311627.mp4,Kinetics,7AqCAS-o_Oc,3,13
6549,train,hit,311602.mp4,Kinetics,Fs-7ZXX5PWA,20,30
6551,train,hit,311682.mp4,Kinetics,33LjIMV9Vdc,0,10
6553,train,hit,311819.mp4,Kinetics,7KaxqE-8Dlw,6,16
6555,train,hit,311827.mp4,Kinetics,ydfyxebHj14,5,15
6559,train,hit,311285.mp4,Kinetics,-JxGutL8mz0,39,49
6560,train,hit,311881.mp4,Kinetics,U3xrxnPPzUE,17,27
6561,train,hit,311654.mp4,Kinetics,8khGFjwkQhM,11,21
6562,train,hit,311509.mp4,Kinetics,7iV91vIQPTs,0,10
6563,train,hit,311596.mp4,Kinetics,kDK-WBfxxU4,0,10
6565,train,hit,311888.mp4,Kinetics,zitEeOdXfdY,1,11
6566,train,hit,311214.mp4,Kinetics,lIef-wXcT_Q,0,10
6567,train,hit,311352.mp4,Kinetics,3Ipwj4c6ORM,160,170
6569,train,hit,311639.mp4,Kinetics,kb2zQ2mOOq4,0,10
6570,train,hit,311178.mp4,Kinetics,klHbfJuNqZw,168,178
6571,train,hit,311097.mp4,Kinetics,XLNHbjWETZk,11,21
6572,train,hit,311089.mp4,Kinetics,pMaJ0xKrCJ0,80,90
6573,train,hit,311512.mp4,Kinetics,EF6C7LLOiCY,0,10
6575,train,hit,311548.mp4,Kinetics,Ic-dz--OopQ,1,11
6576,train,hit,311094.mp4,Kinetics,65Dhi6Yw6QQ,0,10
6578,train,hit,311638.mp4,Kinetics,7cdRjUss_-0,7,17
6579,train,hit,311332.mp4,Kinetics,0k9lGTUhDeM,3,13
6581,train,hit,311197.mp4,Kinetics,ICVHaBysU8A,21,31
6582,train,hit,311694.mp4,Kinetics,7k-81aeztCc,0,10
6583,train,hit,311789.mp4,Kinetics,plM9ZBNQI1s,0,10
6584,train,hit,311074.mp4,Kinetics,JlNYFeeyJ8Q,14,24
6585,train,hit,311581.mp4,Kinetics,skKKtL10Qd0,1,11
6587,train,hit,311431.mp4,Kinetics,32QioI1x8WU,1,11
6588,train,hit,311607.mp4,Kinetics,vjgx-ua_RLM,5,15
6589,train,hit,311514.mp4,Kinetics,lLeqd8S8fhI,4,14
6590,train,hit,311462.mp4,Kinetics,CRiclmYqQ_0,19,29
6591,train,hit,311336.mp4,Kinetics,LfLHF2XxCxA,0,10
6592,train,hit,311104.mp4,Kinetics,o-3xK3lKlzQ,2,12
6594,train,hit,311894.mp4,Kinetics,BH_NhHN6GdE,0,10
6595,train,hit,311636.mp4,Kinetics,nPWGUipgo14,5,15
6596,train,hit,311747.mp4,Kinetics,6KQjoI7Jb7o,5,15
6597,train,hit,311852.mp4,Kinetics,MN7WdWbv9vA,41,51
6598,train,hit,311407.mp4,Kinetics,f2HCxlJgv_A,25,35
6599,train,hit,311759.mp4,Kinetics,PYDPB3Rza1E,186,196
6600,train,hit,311565.mp4,Kinetics,lBJTy5-ID54,0,10
6601,train,hit,311580.mp4,Kinetics,LcE6CyMnOts,54,64
6603,train,hit,311111.mp4,Kinetics,pC_xe-uTgys,0,10
6604,train,hit,311142.mp4,Kinetics,rcCmu-1RXBM,0,10
6605,train,hit,311085.mp4,Kinetics,4JxSw_nDJvU,0,10
6606,train,hit,311737.mp4,Kinetics,8SdWzwsWxtE,10,20
6608,train,hit,311230.mp4,Kinetics,HN4ApqKIi1o,3,13
6609,train,hit,311601.mp4,Kinetics,0Cy_T6OyYV0,15,25
6610,train,hit,311400.mp4,Kinetics,8s_WS0NEPro,0,10
6611,train,hit,311303.mp4,Kinetics,nK-B5phrjZQ,1,11
6613,train,hit,311433.mp4,Kinetics,QK03Vtj3TlE,0,10
6614,train,hit,311913.mp4,Kinetics,J2r1ysSXhMw,14,24
6615,train,hit,311753.mp4,Kinetics,B0OPUrLRKjo,22,32
6616,train,hit,311506.mp4,Kinetics,8CPCERbkCro,3,13
6618,train,hit,311232.mp4,Kinetics,u36S3PF9Qhg,7,17
6619,train,hit,311139.mp4,Kinetics,2sNRZWNt_yU,26,36
6620,train,hit,311585.mp4,Kinetics,5T-sHLeg3LU,73,83
6621,train,hit,311744.mp4,Kinetics,L7U4IezLgI4,25,35
6623,train,hit,311768.mp4,Kinetics,_8gmzSUKqUg,0,10
6624,train,hit,311739.mp4,Kinetics,oDzDJqx_L8Q,1,11
6625,train,hit,311441.mp4,Kinetics,7pZDLmw5V1c,2,12
6626,train,hit,311856.mp4,Kinetics,u2gyYlrvT1E,12,22
6627,train,hit,311454.mp4,Kinetics,x1mT6A4hivw,17,27
6628,train,hit,311143.mp4,Kinetics,xgraFjw-Xdo,0,10
6629,train,hit,311108.mp4,Kinetics,TmLg1GyMnLA,12,22
6630,train,hit,311787.mp4,Kinetics,eiYscDCs18Y,0,10
6632,train,hit,311205.mp4,Kinetics,2o-I90veBWc,0,10
6633,train,hit,311803.mp4,Kinetics,70u-O3EhIl4,14,24
6635,train,hit,311241.mp4,Kinetics,H863jbVdYRA,0,10
6637,train,hit,311135.mp4,Kinetics,zDo1CZLbJLk,33,43
6638,train,hit,311927.mp4,Kinetics,-LPF0zV6OWs,1,11
6639,train,hit,311293.mp4,Kinetics,wg655St1G8c,5,15
6640,train,hit,311725.mp4,Kinetics,3h24rfMqP9U,43,53
6641,train,hit,311864.mp4,Kinetics,qGUwzCZFSQM,18,28
6642,train,hit,311363.mp4,Kinetics,qBm6aSNqlek,0,10
6643,train,hit,311633.mp4,Kinetics,4plkVIn9NaA,0,10
6644,train,hit,311374.mp4,Kinetics,YkptYkjnTQ8,0,10
6645,train,hit,311846.mp4,Kinetics,-VWe8IWTFA4,0,10
6648,train,hit,311873.mp4,Kinetics,of8hSbO5ckg,0,10
6650,train,hit,311357.mp4,Kinetics,im2SCeOymrw,0,10
6651,train,hit,311839.mp4,Kinetics,vpPJyjqEh6c,5,15
6652,train,hit,311345.mp4,Kinetics,E5AdjKFtJAA,54,64
6653,train,hit,311155.mp4,Kinetics,GC5P_zV7zsA,0,10
6654,train,hit,311100.mp4,Kinetics,2qVOClixF7s,2,12
6655,train,hit,311436.mp4,Kinetics,3osmn4lwPoU,6,16
6656,train,hit,311630.mp4,Kinetics,d0HhpNK6auA,0,10
6657,train,hit,311865.mp4,Kinetics,BA79g5ARhu8,37,47
6659,train,hit,311562.mp4,Kinetics,l3b3sR47ZwI,0,10
6660,train,hit,311671.mp4,Kinetics,e2X2wM23qOQ,23,33
6661,train,hit,311612.mp4,Kinetics,LEvPcO_Y1W4,47,57
6663,train,hit,311640.mp4,Kinetics,wPX-izb7LfU,1,11
6664,train,hit,311876.mp4,Kinetics,B1b7lZEMnZg,55,65
6665,train,hit,311446.mp4,Kinetics,F2Y8AUVCD00,0,10
6666,train,hit,311655.mp4,Kinetics,CQAnxxJ058c,5,15
6669,train,hit,311874.mp4,Kinetics,aCFuSXBtauE,0,10
6670,train,hit,311127.mp4,Kinetics,y9GR17Y-NG8,0,10
6671,train,hit,311221.mp4,Kinetics,0c-PNomsXWQ,5,15
6672,train,hit,311125.mp4,Kinetics,eGh57UFasRM,0,10
6673,train,hit,311500.mp4,Kinetics,RksU8Ifcb9U,13,23
6675,train,hit,311489.mp4,Kinetics,c9p1GGIq924,2,12
6676,train,hit,311494.mp4,Kinetics,5gAqwTPbRS4,4,14
6677,train,hit,311325.mp4,Kinetics,HHXdhceEVNM,2,12
6680,train,hit,311460.mp4,Kinetics,b5AdMT627lU,0,10
6681,train,hit,311686.mp4,Kinetics,cks-MDid2js,1,11
6682,train,hit,311289.mp4,Kinetics,JCEps1FvOm4,0,10
6683,train,hit,311908.mp4,Kinetics,3SVemWW7K3M,19,29
6685,train,hit,311495.mp4,Kinetics,R4iCRUSO6Ds,0,10
6686,train,hit,311390.mp4,Kinetics,Zo9LK2cGsjY,0,10
6687,train,hit,311239.mp4,Kinetics,6BOXX6BteHE,25,35
6688,train,hit,311754.mp4,Kinetics,NEIJ6wrUnfM,0,10
6689,train,hit,311476.mp4,Kinetics,b4RTBeocr6o,24,34
6690,train,hit,311335.mp4,Kinetics,D04wALPDKt8,3,13
6692,train,hit,311536.mp4,Kinetics,IdVAWc84C3k,2,12
6693,train,hit,311648.mp4,Kinetics,AWImhjG1dcQ,2,12
6694,train,hit,311382.mp4,Kinetics,IIS2WlBpxJw,0,10
6695,train,hit,311117.mp4,Kinetics,XLvXPxRwmrk,0,10
6696,train,hit,311403.mp4,Kinetics,rOBaqfVeaTs,13,23
6699,train,hit,311869.mp4,Kinetics,YaOiGn2IaxA,2,12
6700,train,hit,311679.mp4,Kinetics,zg01eSRRrWE,11,21
6701,train,hit,311532.mp4,Kinetics,y0v9wUj7K-g,0,10
6702,train,hit,311122.mp4,Kinetics,ML7ch5j_Xzk,12,22
6703,train,hit,311867.mp4,Kinetics,A97eVsMMY5M,0,10
6704,train,hit,311457.mp4,Kinetics,3m2x6i45Hic,14,24
6705,train,hit,311741.mp4,Kinetics,L3ZRD7XxxBE,20,30
6707,train,hit,311551.mp4,Kinetics,BgyywxyI7A0,0,10
6709,train,hit,311222.mp4,Kinetics,1Ljno-xN6cg,0,10
6710,train,hit,311134.mp4,Kinetics,74sJodPV2xs,6,16
6712,train,hit,311767.mp4,Kinetics,2vsJtEvZzr4,0,10
6713,train,hit,311736.mp4,Kinetics,cMgnvEjf0Og,6,16
6714,train,hit,311528.mp4,Kinetics,D5_BlVmZnKo,0,10
6715,train,hit,311384.mp4,Kinetics,HKHqBvy2Mxg,6,16
6716,train,hit,311693.mp4,Kinetics,skPF83d0qxk,1,11
6717,train,hit,311428.mp4,Kinetics,7tdfom-lk0A,29,39
6718,train,hit,311120.mp4,Kinetics,U59w69iAVSo,2,12
6719,train,hit,311825.mp4,Kinetics,dde6PTIljHg,86,96
6720,train,hit,311785.mp4,Kinetics,dEpHi6NdGzA,0,10
6721,train,hit,311549.mp4,Kinetics,nnu9fadVWNU,1,11
6722,train,hit,311853.mp4,Kinetics,0goeMP-hZwk,0,10
6723,train,hit,311251.mp4,Kinetics,3M0rKRk2l_4,6,16
6724,train,hit,311435.mp4,Kinetics,7Q0VF0Yb6ow,0,10
6725,train,hit,311468.mp4,Kinetics,6cGn6n8mjJg,16,26
6726,train,hit,311751.mp4,Kinetics,Z0OOu0LBDb4,4,14
6728,train,hit,311836.mp4,Kinetics,P_dyq3uCMko,22,32
6729,train,hit,311477.mp4,Kinetics,QGH34FKagcE,0,10
6730,train,hit,311223.mp4,Kinetics,I6uH9y1cUa8,20,30
6731,train,hit,311175.mp4,Kinetics,e9uU8zlCUz8,0,10
6733,train,hit,311375.mp4,Kinetics,420dcg8FX_k,14,24
6734,train,hit,311598.mp4,Kinetics,sw_lXaJ8baY,1,11
6735,train,hit,311479.mp4,Kinetics,idqXwteQJ5I,0,10
6737,train,hit,311188.mp4,Kinetics,V66KcpYSbqI,0,10
6739,train,hit,311892.mp4,Kinetics,oesSu_uGixU,0,10
6741,train,hit,311105.mp4,Kinetics,ZLQ25bLWXjk,6,16
6742,train,hit,311748.mp4,Kinetics,XkNDj696SuU,3,13
6743,train,hit,311087.mp4,Kinetics,P4l6JjN2p6k,13,23
6744,train,hit,311715.mp4,Kinetics,4fLZuxOkaYE,3,13
6745,train,hit,311492.mp4,Kinetics,E6fXneWTDh4,5,15
6746,train,hit,311918.mp4,Kinetics,2L3C74QemF0,0,10
6747,train,hit,311520.mp4,Kinetics,kOv_x7sMvDg,0,10
6748,train,hit,311879.mp4,Kinetics,_LmWOkkECzo,8,18
6749,train,hit,311432.mp4,Kinetics,5NT_F-IEm80,0,10
6750,train,hit,311631.mp4,Kinetics,r5z7xNdJzRA,1,11
6752,train,hit,311099.mp4,Kinetics,uLb_tMtKSmI,1,11
